acn,synopsis,narrative,analysis_summary,overall_confidence,method,model,processing_time,AE100_Present,AE100_Confidence,AE100_Explanation,AE200_Present,AE200_Confidence,AE200_Explanation,AD000_Present,AD000_Confidence,AD000_Explanation,PE100_Present,PE100_Confidence,PE100_Explanation,PE200_Present,PE200_Confidence,PE200_Explanation,PP100_Present,PP100_Confidence,PP100_Explanation,PT100_Present,PT100_Confidence,PT100_Explanation,PC100_Present,PC100_Confidence,PC100_Explanation,PC300_Present,PC300_Confidence,PC300_Explanation,SC000_Present,SC000_Confidence,SC000_Explanation,SD000_Present,SD000_Confidence,SD000_Explanation,SI000_Present,SI000_Confidence,SI000_Explanation,SP000_Present,SP000_Confidence,SP000_Explanation,OC000_Present,OC000_Confidence,OC000_Explanation,OP000_Present,OP000_Confidence,OP000_Explanation,OR000_Present,OR000_Confidence,OR000_Explanation,OT000_Present,OT000_Confidence,OT000_Explanation,PC200_Present,PC200_Confidence,PC200_Explanation
1386746,UAV pilot discovered after the fact that he flew within 4 NM of a private airport. He believes that if the FAA is going to require notification to private airports a source of contact information need,I misread the distance from the location of my hobbyist UAS training flight and was about 4 miles from High View Airport; a private; non-towered airport in northern Virginia; approximately 10 nm south of MRB. I had tried to contact the owner of the airport previously in order to discuss contacting h,"The UAV pilot inadvertently flew within 4 NM of a private airport due to a misreading of distance and lack of reliable contact information for notification. Contributing factors include pilot error in distance estimation, inadequate procedures for obtaining airport contact information, and organizational shortcomings in providing clear guidance and resources for compliance with notification requirements. There is no evidence of physical impairment or fatigue. Resource support issues are indicated by the lack of accessible contact data and possibly insufficient organizational support for hobbyist operators.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,11.925798177719116,1,0.9,"The pilot misread the distance to the private airport, indicating a lapse in basic navigational skil",1,0.85,The pilot decided to fly in an area close to private airports without confirming accurate distance o,0,0.2,There is no clear evidence that the pilot knowingly violated rules; the incident appears to be unint,0,0.1,"No adverse weather, terrain, or workspace design issues were reported that would affect performance.",0,0.1,No equipment malfunctions or interface issues were indicated; the pilot used the B4UFly app post-fli,0,0.1,No team or crew coordination issues are evident as this was a solo hobbyist operation.,0,0.1,No information suggests inadequate training conditions contributed to the error.,1,0.85,The pilot’s misreading of distance and failure to obtain airport contact information suggest cogniti,0,0.1,"No indications of fatigue, stress, illness, or physical impairment were reported.",1,0.8,The pilot’s comment about difficulty obtaining contact information and the presence of uncharted pri,0,0.1,No evidence that supervisors knowingly disregarded rules or instructions.,1,0.8,Supervision appears ineffective in ensuring pilots have access to necessary information and guidance,1,0.75,Planning deficiencies are evident in the lack of clear procedures or resources to identify and conta,1,0.8,The organizational climate likely lacks emphasis on comprehensive risk management for hobbyist UAV o,1,0.85,Policies and procedures appear insufficient or unclear regarding notification requirements and how t,1,0.85,"Resource support is inadequate, demonstrated by the absence of accessible contact databases or tools",0,0.1,No direct evidence that training programs contributed to the incident.,0,0.1,No specific management decisions were identified as contributing factors.
1388373,A UAS pilot was notified by an Airport Manager via email that his UAS had been flown within 5 NM of the airport.,It was brought to my attention by the Airport Manager (email notification received) that my recent recreational drone flight unintentionally and unknowingly occurred within 5 miles of the airport. I was vacationing with my family and I was unaware of my proximity to the airport which sits on a mesa ,"The incident involved a recreational UAS pilot unknowingly flying within 5 NM of an airport due to lack of situational awareness and inadequate pre-flight planning. Contributing factors include pilot decision-making errors, insufficient knowledge of airspace restrictions, and organizational policy gaps regarding recreational drone operations. No evidence of physical impairment or technological failures was found. Resource support and training programs appear insufficient to ensure compliance with airspace regulations. Supervisory and organizational safety culture issues likely contributed to the pilot's unawareness and the absence of effective communication or enforcement mechanisms.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.458521127700806,1,0.9,"The pilot demonstrated a lack of situational awareness regarding proximity to the airport, indicatin",1,0.95,The pilot made poor decisions by flying recreationally near controlled airspace without verifying lo,1,0.9,Operating a drone within 5 NM of an airport without authorization constitutes a regulatory violation,0,0.1,"No adverse weather, terrain, or workspace design factors were reported that would affect pilot perfo",0,0.1,No equipment malfunctions or interface issues were indicated; the drone and control systems function,0,0.1,The pilot was operating recreationally alone; no team coordination issues were evident.,1,0.85,The pilot’s lack of awareness suggests insufficient training or inadequate emphasis on airspace rest,1,0.9,The pilot’s unawareness of proximity to the airport indicates cognitive lapses in situational awaren,0,0.1,"No evidence of fatigue, stress, illness, or physical impairment was reported that would degrade perf",1,0.85,The organizational environment for recreational drone operations appears to lack a strong safety cul,0,0.2,No direct supervisory personnel involvement or deviations were identified in this recreational fligh,1,0.8,Lack of effective oversight or enforcement mechanisms to prevent unauthorized flights near airports ,1,0.8,Planning deficiencies are evident in the absence of clear guidance or controls to prevent recreation,1,0.85,The broader organizational climate likely does not prioritize or enforce strict adherence to drone o,1,0.9,Policies and procedures governing recreational drone operations near airports appear inadequate or p,1,0.85,"Resource limitations such as lack of accessible tools, maps, or notification systems for recreationa",1,0.85,Training programs for recreational drone operators likely lack comprehensive coverage of airspace re,0,0.3,No specific management decisions were identified as contributing factors in this incident.
1389014,A UAS pilot realized after a flight over the Horseshoe Falls portion of Niagara Falls that he may have inadvertently flown into Canadian Airspace. Also; the UAS postflight altitude indicated greater t,I hold two FAA ratings: Part 61 Private Pilot ASEL and Part 107 Remote Pilot; small Unmanned Aircraft System. I carefully researched flying a small unmanned aircraft system over Niagara Falls weeks before this flight. Pilot safely and legally launched; and subsequently landed; a drone (UAS) from the,"The incident involved a UAS pilot who inadvertently flew into Canadian airspace during a carefully planned flight over Niagara Falls. The pilot held appropriate certifications and conducted pre-flight research, but failed to recognize the exact airspace boundaries during the flight. There is no evidence of physical impairment or equipment malfunction. The error appears related to situational awareness and decision-making, with potential organizational factors influencing training and procedural clarity.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,15.894381284713743,1,0.9,The pilot failed to maintain accurate situational awareness of the precise airspace boundaries durin,1,0.9,The pilot's decision to continue flight without verifying exact airspace limits in real-time reflect,0,0.1,There is no evidence that the pilot intentionally violated regulations; the incursion appears inadve,0,0.2,No adverse physical environmental factors such as weather or terrain were reported that could have c,0,0.1,No equipment malfunctions or interface issues were reported; the DJI Go app was used for post-flight,0,0.1,The operation appears to have been conducted by a single pilot with no team coordination issues note,1,0.8,The pilot conducted pre-flight research but may have lacked sufficient training or practical experie,1,0.85,"The pilot's situational awareness was compromised regarding exact airspace boundaries, indicating co",0,0.1,"No indications of fatigue, stress, illness, or physical impairment were reported.",0,0.2,No direct evidence of organizational safety culture issues influencing this incident.,0,0.1,No supervisory personnel involvement or deviations were indicated.,0,0.2,No evidence of ineffective supervision was presented.,1,0.75,The incident suggests inadequate operational planning regarding airspace boundary management and rea,0,0.2,No organizational climate or culture factors were identified as contributing.,1,0.8,Potential gaps in organizational policies or procedures related to cross-border airspace operations ,0,0.1,"No evidence of resource limitations such as staffing, equipment, or budget constraints was found.",1,0.8,The pilot's training program may lack emphasis on complex airspace boundary recognition and manageme,0,0.2,No management decisions directly related to this incident were identified.
1389549,UAV pilot reported discovering after the fact that his aircraft overflew people at low altitude during a cinematography flight under part 107.,While conducting a cinematography flight under part 107; I inadvertently flew over people. I was focused on conducting the flight line of sight; avoiding obstacles at the altitude of the drone as best I could see from a cleared designated landing area. Upon reviewing the recorded video of the TV bro,"The UAV pilot inadvertently flew over people during a cinematography flight under Part 107, indicating lapses in situational awareness and operational control. The pilot's focus on line-of-sight and obstacle avoidance was insufficient to prevent overflight of non-participants. Lack of visual observers and boundary monitoring contributed to the incident. No explicit evidence of physical impairment or technological failure was found, but organizational policies and resource support for safe operations appear lacking.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,12.80244278907776,1,0.9,The pilot failed to maintain adequate situational awareness of the drone's position relative to peop,1,0.85,The decision to conduct the flight without visual observers or adequate boundary monitoring contribu,0,0.1,There is no direct evidence that the pilot knowingly violated regulations; the incident appears inad,0,0.1,"No adverse weather, terrain, or workspace design issues were reported that would have affected perfo",0,0.1,No equipment malfunctions or automation issues were indicated in the narrative.,1,0.8,The absence of visual observers and lack of communication about boundary proximity suggest inadequat,0,0.2,No explicit information about training deficiencies was provided.,1,0.85,"The pilot's focus on line-of-sight and obstacle avoidance likely overloaded cognitive resources, imp",0,0.1,"No indications of fatigue, stress, illness, or physical impairment were mentioned.",1,0.75,The pilot's plan to use visual observers in the future implies current organizational safety culture,0,0.1,No evidence of supervisors disregarding rules or instructions was found.,0,0.2,No direct evidence that supervision failed to detect or correct unsafe practices prior to the flight,1,0.8,Flight planning did not include adequate measures such as visual observers or boundary monitoring to,1,0.7,Organizational atmosphere may lack strong emphasis on proactive safety measures for remote UAV opera,1,0.85,Existing policies and procedures appear insufficient or inadequately enforced regarding safe operati,1,0.8,Lack of visual observers and boundary monitoring suggests resource constraints or inadequate allocat,0,0.2,No direct evidence of training program deficiencies was provided.,0,0.2,No explicit management decisions contributing to the incident were identified.
1391850,UAS pilot reported inadvertently flying their UAS 0.2 NM inside Class D airspace reaching about 60 ft AGL during aerial video photography.,Doing aerial video photography; using a sUAS CAVU; at 10-15ft AGL over the canal; rising to 60 ft AGL at the end of the recording to be above the tree height for filming what was in the distant. The director asked to move the location down the road about 1/2 SM and repeat the flight for a different ,"The incident involved a UAS pilot inadvertently entering Class D airspace by approximately 0.3 NM and reaching 60 ft AGL during aerial video photography. Contributing factors include pilot spatial misjudgment of location relative to controlled airspace, insufficient situational awareness possibly due to reliance on pre-mission map estimates rather than real-time verification, and potential organizational procedural gaps regarding airspace boundary verification. No direct evidence of physical impairment or resource constraints was found, but some latent organizational influences related to policies and training may have contributed.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,18.31141304969788,1,0.9,"The pilot misjudged the actual location relative to Class D airspace boundaries, indicating a lapse ",1,0.9,The decision to proceed with the second flight segment without real-time verification of airspace bo,0,0.3,No explicit evidence suggests intentional disregard of rules; the airspace incursion appears inadver,0,0.2,"Weather was reported as CAVU (clear and calm), and terrain was typical canal environment; no adverse",0,0.1,No reported equipment malfunctions or interface issues; technology functioned as expected.,0,0.1,No indications of crew coordination problems; the pilot operated solo and followed director's instru,0,0.2,"No direct evidence of inadequate training conditions; however, potential gaps in training regarding ",1,0.85,The pilot’s cognitive state likely included spatial disorientation or misperception of location rela,0,0.1,"No indications of fatigue, stress, illness, or physical impairment were reported or inferred from th",0,0.2,No direct evidence of an organizational safety culture that promotes unsafe practices; insufficient ,0,0.2,No evidence that supervisors knowingly disregarded rules or instructions; pilot operated under stand,1,0.8,Supervisory oversight may have been insufficient in ensuring pilots verify airspace boundaries in re,1,0.75,"Flight planning did not adequately account for precise airspace boundary verification, relying on ap",0,0.2,No explicit evidence of organizational climate or culture issues affecting safety performance in thi,1,0.85,Potential gaps or lack of clear policies/procedures requiring real-time airspace boundary verificati,0,0.1,"No evidence of resource limitations such as staffing shortages, equipment inadequacies, or budget co",0,0.3,"No direct evidence that training programs were deficient, though possible latent issues with emphasi",0,0.2,No specific management decisions identified as contributing factors in this incident.
1392486,Denver Center Controller reported of miscommunication and a lack of communication with a UAV pilot. The Controller was advised of a special request in which was not valid. The Operations Manager advis,Aircraft X (a drone) was being switched to my frequency as I was getting a relief briefing. The previous sector was having difficulty switching the aircraft; and after he was about 10 miles into our airspace; he finally checked on. The briefing I was given was the pilot was supposed to give me a 10 ,"The incident involved miscommunication and procedural deviations between the UAV pilot and Denver Center Controller during airspace handoff and special operations (buoy dropping). The pilot failed to provide the required 10-minute warning and requested a 20-mile radius clearance without sufficient information. This indicates decision-making errors and possible violations of communication protocols. Team coordination issues are evident due to poor information exchange and briefing inadequacies. There is no direct evidence of physical state impairments or technological failures, but supervisory and organizational influences likely contributed to unclear procedures and insufficient training or resource support.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.322031021118164,1,0.85,The pilot failed to provide the required 10-minute warning before starting buoy drops and did not pr,1,0.9,The pilot requested to start dropping buoys earlier than briefed and requested a 20-mile radius clea,1,0.9,The pilot operated outside the agreed communication protocols and attempted to initiate operations w,0,0.2,No evidence of adverse physical environmental factors such as weather or terrain impacting performan,0,0.2,No technological failures or interface issues were reported that could have contributed to the incid,1,0.9,"Miscommunication between the UAV pilot, previous sector controller, and Denver Center Controller ind",1,0.8,The pilot’s inability to provide detailed information about the buoy drops and deviation from briefi,1,0.85,The pilot’s inconsistent communication and failure to adhere to briefing timelines suggest possible ,0,0.1,"No indications of fatigue, stress, illness, or other physical impairments affecting the pilot were e",1,0.85,The incident reflects an organizational safety culture that may tolerate or insufficiently address c,0,0.3,No direct evidence that supervisors knowingly disregarded rules or instructions was found.,1,0.85,"Supervisory oversight appears lacking, as the pilot was not adequately monitored or corrected for de",1,0.8,"Planning deficiencies are evident in the lack of clear, enforceable procedures for special operation",1,0.8,The broader organizational climate may not prioritize strict adherence to communication protocols an,1,0.9,Existing policies and procedures appear insufficiently detailed or enforced regarding UAV special op,1,0.8,Potential resource constraints such as staffing shortages or inadequate communication tools may have,1,0.8,"Training programs may lack emphasis on special operations communication and procedural compliance, a",1,0.8,Management decisions may have failed to allocate adequate resources or enforce policies to ensure sa
1394042,A DJI Phantom UAS pilot launched after checking diligently for TFR and controlled airspace. However; after takeoff his DJI phone app alerted his aircraft proximity to SLC Class B. The UAS flight was a,Preflighted the area that day; looking for active TFRs or controlled airspace. The area I wanted to fly at looked clear of SLC or any TFRs. I went to fly low level over a pond at Memory Grove Park; UT (2-10AGL). I took off; hovering at 6 ft AGL; and my phone provided an alert I may be close to a cau,The incident involved a DJI Phantom UAS pilot who conducted a preflight check for TFRs and controlled airspace but was alerted during flight about proximity to SLC Class B airspace. The pilot promptly landed the aircraft and plans to improve situational awareness by using multiple navigation aids. The event reflects minor decision-making and technological environment challenges without evidence of physical state impairments or organizational deficiencies.,0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,17.836007118225098,0,0.2,No evidence of pilot skill errors such as control mishandling or procedural mistakes; the pilot exec,1,0.85,"The pilot misjudged the proximity to controlled airspace despite preflight checks, indicating a laps",0,0.1,No indication that the pilot knowingly violated regulations; the flight was conducted with intent to,0,0.1,"No adverse weather, terrain, or workspace design issues reported that affected performance.",1,0.9,"The DJI phone app alerted the pilot during flight about proximity to controlled airspace, indicating",0,0.1,No team or crew coordination issues as the operation appears to be single-pilot remote operation.,0,0.1,No information suggesting inadequate training conditions or deficiencies affecting performance.,0,0.2,"No signs of fatigue, stress, or cognitive overload; pilot responded promptly to alerts.",0,0.1,"No evidence of fatigue, illness, or physical impairment affecting pilot performance.",0,0.1,No organizational safety culture issues identified; pilot demonstrated safety-conscious behavior.,0,0.1,No supervisory personnel involvement or deviations noted.,0,0.1,No evidence of ineffective supervision contributing to the incident.,0,0.1,No indication of planning failures at supervisory level.,0,0.1,No organizational climate or culture factors implicated.,0,0.1,No deficiencies in policies or procedures identified; pilot followed existing guidance.,0,0.1,"No staffing, equipment, or budget constraints reported that impacted the operation.",0,0.1,No issues with training programs evident from the incident details.,0,0.1,No management decisions contributed to the incident.
1395951,A UAS operator reported registering under FAR part 107 as a recreational operator instead of a commercial operator. After reviewing an FAA webinar on part 107 he realized his error and corrected it.,This submission is due to my misunderstanding of the UAS registration process. I had registered my UAS earlier this year; but prior to the online process now available to Part 107 commercial operators. Between utilizing a 3rd party company to apply for my 333 Exemption; the recreational and the new ,"The incident involves a UAS operator mistakenly registering under the recreational category instead of the commercial category per FAR Part 107, leading to a one-time commercial use under incorrect registration. The operator promptly corrected the registration upon realizing the error. The root causes relate primarily to decision-making errors and policy/procedural misunderstandings, with no evidence of physical state impairments or resource constraints. Organizational and supervisory factors appear minimal given the operator's compliance with other operational requirements and proactive correction.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.237953662872314,0,0.2,No evidence suggests the operator lacked basic flying skills or made errors in manual control; the i,1,0.95,The operator made a decision to register under the recreational category despite intending commercia,1,0.9,"Operating commercially under a recreational registration constitutes a regulatory violation, even if",0,0.1,No mention of adverse physical environmental conditions such as weather or workspace issues affectin,0,0.1,No equipment design or automation issues contributed to the registration error.,0,0.1,The operator acted individually; no team coordination problems were reported.,0,0.2,No indication that training conditions contributed to the misunderstanding; the operator self-correc,0,0.2,No evidence of impaired cognition such as fatigue or stress influencing the registration error.,0,0.1,"No signs of fatigue, illness, or physical impairment affecting operator performance.",0,0.2,No organizational safety culture issues are evident; the operator complied with other safety measure,0,0.1,No supervisory personnel involved or deviations reported.,0,0.1,No evidence of ineffective supervision contributing to the incident.,0,0.1,No planning deficiencies identified at the supervisory level.,0,0.1,No broader organizational climate or culture issues are indicated.,1,0.9,The incident highlights potential confusion or inadequacy in policies or procedures related to UAS r,0,0.1,"No staffing, equipment, or budget constraints were reported or implied.",0,0.2,"While the operator self-educated via FAA webinar, no formal training program deficiencies were ident",0,0.1,No management decisions appear to have directly influenced the registration error.
1396916,Tower Controller reported a UAV landed and was taxiing off the runway. The Controller cleared the next aircraft for departure then noticed the UAV may not be completely clear of the runway.  The Contr,Aircraft X just landed and slow taxied off the runway. Then; from my perspective; it appeared Aircraft X was clear of the active runway; so I cleared my next departure for takeoff. During my continual runway scan; I noticed that Aircraft X appeared not to be moving; and due to the time of night; siz,"The incident involved a UAV taxiing slowly and apparently stopping on the runway at night, causing uncertainty for the tower controller about runway clearance. The controller nearly canceled a departure clearance but ultimately did not. Contributing factors include possible skill-based errors in UAV taxi control, decision-making under uncertainty by the controller, technological environment limitations related to UAV size and slow taxi speed, physical environment factors such as night conditions reducing visibility, and organizational influences including possible inadequate policies or resource support for UAV ground operations and controller situational awareness.",0.88,OPENAI + YAML + FewShot,gpt-4.1-mini,13.717077732086182,1,0.85,The UAV's excessively slow taxi speed and apparent stopping on the runway suggest possible operator ,1,0.9,"The tower controller initially cleared a departure assuming the UAV was clear, then hesitated and ne",0,0.1,No direct evidence indicates intentional rule violations by operators or controllers in this inciden,1,0.95,"Nighttime conditions, UAV small size and shape, and slow taxi speeds reduced visual cues for the con",1,0.9,"The UAV's physical characteristics and slow taxi speed, combined with limited remote sensing or grou",0,0.2,No explicit evidence of coordination failures between team members or between UAV operators and towe,0,0.2,No information suggests inadequate training conditions contributed to this event.,1,0.85,"The controller experienced doubt and uncertainty about the UAV's position, reflecting cognitive work",0,0.1,"No indications of fatigue, stress, illness, or physical impairment affecting personnel performance w",0,0.15,No direct evidence of organizational safety culture issues enabling unsafe practices was identified.,0,0.1,No supervisory personnel knowingly disregarding rules or instructions were indicated.,0,0.1,No clear evidence of ineffective supervision contributing to the incident was found.,0,0.1,No indications of ineffective planning at the supervisory level were apparent.,0,0.1,No explicit organizational climate or culture factors affecting safety performance were noted.,1,0.8,The incident suggests possible gaps in policies or procedures governing UAV ground operations and ru,1,0.8,Potential limitations in equipment such as ground surveillance technology or staffing to monitor UAV,0,0.2,No direct evidence of inadequate training programs was found.,0,0.2,No specific management decisions contributing to this incident were identified.
1398838,UAV pilot reported going to the FAA UAV waiver website and completing the information required for a Class D airspace waiver then operating his UAV in Class D as planned. Later they learned that a res,While operating a UAV under a part 107 license I may have flown into controlled airspace without authorization.  Prior to beginning a series of short flight(s) that took place [in September]; I went to the FAA UAV waiver website and completed the information required for an airspace waiver allowing ,"The UAV pilot operated in Class D controlled airspace without proper authorization due to a misunderstanding of the FAA waiver process. The pilot believed that submitting the online waiver form granted immediate permission, whereas actual authorization can take up to 90 days. This reflects decision-making errors and violations at the individual level. There is no direct evidence of physical state impairments such as fatigue or stress. Technological environment factors are not implicated since the issue was procedural and knowledge-based rather than equipment failure. Organizational influences such as policies and resource support may have contributed by not providing clear guidance or timely waiver processing, potentially reflecting ineffective supervision and organizational policy shortcomings. No explicit evidence of supervisory deviations or safety culture issues is present, but organizational climate and management decisions may have indirectly influenced the incident.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,16.044397592544556,0,0.2,No evidence suggests the pilot lacked basic flying skills or made inadvertent control errors; the is,1,0.95,The pilot made a critical decision error by assuming waiver submission equated to immediate authoriz,1,0.95,"Operating in controlled airspace without confirmed authorization constitutes a regulatory violation,",0,0.1,"No mention of adverse weather, terrain, or workspace design affecting performance.",0,0.1,No equipment malfunction or interface issues reported; the problem was procedural and informational.,0,0.1,No indication of coordination failures among team members or with external entities.,0,0.2,"No direct evidence that training inadequacies contributed, though possible indirect influence via or",0,0.2,"No signs of fatigue, stress, or cognitive overload affecting pilot performance.",0,0.1,"No evidence of fatigue, illness, or physical impairment impacting the pilot.",0,0.2,"No explicit evidence of an organizational culture that tolerates unsafe practices; however, indirect",0,0.2,No indication that supervisors knowingly disregarded rules or instructions.,1,0.85,Supervision may have been ineffective in ensuring pilots understand waiver procedures and confirming,1,0.85,Planning deficiencies are evident in the lack of clear communication and follow-up on waiver status ,0,0.3,No direct evidence of organizational climate issues affecting safety performance.,1,0.9,Organizational policies and procedures may lack clarity or fail to ensure pilots receive timely auth,1,0.85,Potential resource constraints in processing waivers timely or providing adequate guidance to pilots,0,0.3,"No direct evidence that training programs were inadequate, though improved training on regulatory pr",1,0.85,Management decisions regarding waiver processing timelines and communication protocols likely influe
1400261,UAS pilot; operating legally near JFK after filing a flight plan and NOTAM for the flight; was approached by a law enforcement helicopter. The pilot landed the UAV to avoid airborne conflict then canc,While operating a sUAS in Class G airspace; under a JFK NOTAM for almost 2 minutes in flight; UAS pilot noticed a law enforcement helicopter approaching sUAS in flight hovering within the airspace described below; between the surface and 400 feet AGL. KJFK JOHN F KENNEDY INTL-AIRSPACE UAS WI AN AREA,"The UAS pilot operated legally within a filed NOTAM near JFK airport and safely landed the UAV to avoid conflict with a law enforcement helicopter. There is no evidence of skill-based errors, decision-making errors, or violations by the pilot. Environmental and technological conditions were normal. Team coordination and communication with air traffic control were adequate. No indications of physical state impairments or resource support issues were found. Organizational and supervisory factors appear adequate with no unsafe culture or policy deficiencies identified.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,33.02120757102966,0,0.95,No evidence of pilot errors in controlling the UAV; the pilot followed procedures and safely landed ,0,0.95,"The pilot made appropriate decisions by filing a NOTAM, monitoring airspace, and yielding to manned ",0,0.95,No violations of regulations or procedures were reported; the pilot operated legally within the NOTA,0,0.9,"No adverse weather, terrain, or workspace issues were reported affecting performance.",0,0.9,No equipment malfunctions or automation issues were noted; UAV and communication systems functioned ,0,0.9,Effective communication with JFK Tower and awareness of law enforcement aircraft indicate good coord,0,0.85,No indications of inadequate training conditions; pilot demonstrated knowledge of regulations and pr,0,0.9,"No signs of fatigue, stress, or cognitive overload affecting pilot performance were reported.",0,0.95,"No evidence of fatigue, illness, or physical impairment impacting pilot performance.",0,0.9,No organizational safety culture issues were evident; pilot adhered to safety norms and regulatory r,0,0.9,No supervisory personnel deviations or disregard for rules were identified.,0,0.9,Supervision appears effective as pilot complied with procedures and communicated appropriately.,0,0.9,"Flight planning was adequate, including filing NOTAM and coordinating with ATC.",0,0.9,Organizational climate supports safe UAV operations; no negative cultural factors identified.,0,0.9,Policies and procedures were followed; no deficiencies noted in operational guidance.,0,0.9,"No staffing shortages, equipment limitations, or budget constraints were reported affecting the oper",0,0.9,Training programs appear sufficient given pilot's demonstrated competence and regulatory compliance.,0,0.9,Management decisions support safe UAV operations; no adverse impacts identified.
1405965,A UAS pilot reporte that he discovered after his flight that a nearby TFR had been expanded to include the area of his previous operation.,I performed an unmanned aircraft operation lasting 4 minutes and 46 seconds reaching a maximum altitude of 144 feet AGL travelling a maximum distance of 800 ft. The purpose of the flight was to survey damage to our second residence. Prior to travelling to the area; I had checked for a TFR and found ,"The incident involved a UAS pilot who unknowingly operated within an expanded Temporary Flight Restriction (TFR) area due to delayed or insufficient notification of the TFR update. The pilot had checked the TFR status prior to flight and planned operations outside the previously published TFR boundary. The expansion occurred shortly before the flight but was not detected by the pilot until after completion. Contributing factors include decision-making errors related to situational awareness of dynamic airspace restrictions, possible deficiencies in organizational policies and procedures for timely TFR dissemination, and potential supervisory or resource support shortcomings in ensuring up-to-date operational information. No evidence suggests physical state impairments or technological failures directly impacted the pilot during the flight.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,13.731219053268433,0,0.1,No evidence of pilot motor skill errors or control input mistakes during flight; the operation was c,1,0.85,"The pilot failed to detect the TFR expansion prior to flight, indicating a lapse in decision-making ",0,0.1,There is no indication the pilot knowingly violated regulations; the operation was conducted under t,0,0.1,Environmental factors such as weather or terrain did not contribute to the incident; no adverse phys,0,0.1,No reported equipment malfunctions or interface issues affecting pilot awareness or control.,0,0.1,The operation appears to be conducted solo or without coordination failures; no team communication i,0,0.1,No information suggests inadequate training conditions contributed to the incident.,1,0.8,The pilot’s situational awareness was compromised due to incomplete or outdated information about th,0,0.1,"No indications of fatigue, stress, illness, or physical impairment affecting pilot performance.",1,0.75,Organizational culture may lack emphasis on timely dissemination and verification of dynamic airspac,0,0.2,No evidence that supervisors knowingly disregarded rules or instructions.,1,0.8,Supervisory oversight failed to ensure pilots had access to the most current TFR information prior t,1,0.8,Planning processes did not adequately incorporate mechanisms to detect last-minute airspace changes ,1,0.75,"Organizational climate may not prioritize rapid communication of critical operational updates, impac",1,0.85,Policies and procedures appear insufficient to guarantee timely notification and verification of TFR,1,0.75,Potential limitations in resources such as staffing or technological tools to monitor and communicat,0,0.1,No direct evidence that training programs were deficient in this context.,1,0.8,Management decisions may have deprioritized investment in systems or processes necessary for real-ti
1410133,UAV pilot reported flying his UAV at 200 feet AGL at what he believed was beyond 5 NM from CLE. An evasive descent was initiated when a helicopter was sighted in the area; but no actual conflict exist,UAV was being flown over parent's home and surrounding neighborhood within visual line of sight. At time of incident; UAV was being flown at approximately 200 ft AGL. Upon hearing an approaching helicopter; UAV was immediately commanded to descend and land as quickly as possible. While UAV was desce,"The incident involved a UAV pilot operating within visual line of sight near a residential area, mistakenly believing the operation was beyond 5 NM from CLE when it was actually 4.5 NM and inside Class B airspace. An evasive descent was initiated upon sighting a helicopter, though no actual conflict occurred. Contributing factors include pilot situational awareness errors, possible decision-making lapses regarding airspace boundaries, and organizational policy or training deficiencies related to airspace awareness and compliance. No evidence of physical state impairments or resource constraints was found.",0.9,OPENAI + YAML + FewShot,gpt-4.1-mini,12.625437259674072,1,0.9,"The pilot misjudged the UAV's distance from CLE, indicating a lapse in spatial awareness and skill i",1,0.9,The decision to operate near Class B airspace without accurate verification of location reflects a d,1,0.95,"Operating within Class B airspace without authorization constitutes a regulatory violation, even if ",0,0.2,"No adverse weather, terrain, or workspace design issues were reported that would affect performance.",0,0.1,No equipment malfunctions or automation issues were noted in the narrative.,0,0.1,The operation appears to be conducted by a single pilot with no team coordination issues reported.,1,0.85,The pilot's misunderstanding of airspace boundaries suggests possible deficiencies in training regar,1,0.9,The pilot's situational awareness was compromised by incorrect assumptions about location relative t,0,0.1,"No indications of fatigue, stress, illness, or physical impairment were present in the report.",1,0.8,The incident suggests an organizational culture that may not emphasize strict adherence to airspace ,0,0.2,No evidence that supervisors knowingly disregarded rules or instructions.,1,0.85,"Supervisory oversight failed to ensure compliance with airspace regulations, as evidenced by the pil",0,0.3,No direct evidence of planning failures beyond supervision was found.,1,0.75,Organizational atmosphere may lack sufficient emphasis on regulatory compliance and risk management ,1,0.9,Policies and procedures may be inadequate or insufficiently enforced regarding airspace boundary awa,0,0.1,"No indications of staffing shortages, equipment limitations, or budget constraints affecting this op",1,0.85,Training programs may lack comprehensive coverage of airspace regulations and situational awareness ,0,0.3,No specific management decisions contributing to the incident were identified.
